<<unique-hcontext>>	<lancs.mobilemedia.core.ui.controller.ScreenSingleton: lancs.mobilemedia.core.ui.controller.ScreenSingleton getInstance()>/new lancs.mobilemedia.core.ui.controller.ScreenSingleton/0	<<unique-context>>	<lancs.mobilemedia.core.ui.controller.ScreenSingleton: lancs.mobilemedia.core.ui.controller.ScreenSingleton getInstance()>/$r2
<<unique-hcontext>>	lancs.mobilemedia.lib.exceptions.PersistenceMechanismException::: (Mock)	<<unique-context>>	<lancs.mobilemedia.lib.exceptions.PersistenceMechanismException: void <init>(java.lang.String)>/@this
<<unique-hcontext>>	lancs.mobilemedia.lib.exceptions.PersistenceMechanismException::: (Mock)	<<unique-context>>	<lancs.mobilemedia.lib.exceptions.PersistenceMechanismException: void <init>()>/@this
<<unique-hcontext>>	lancs.mobilemedia.lib.exceptions.PersistenceMechanismException::: (Mock)	<<unique-context>>	<lancs.mobilemedia.lib.exceptions.PersistenceMechanismException: void <init>(java.lang.Throwable)>/@this
<<unique-hcontext>>	lancs.mobilemedia.lib.exceptions.PersistenceMechanismException::: (Mock)	<<unique-context>>	<lancs.mobilemedia.lib.exceptions.PersistenceMechanismException: java.lang.Throwable getCause()>/@this
<<unique-hcontext>>	lancs.mobilemedia.core.ui.datamodel.MusicMediaAccessor::: (Mock)	<<unique-context>>	<lancs.mobilemedia.core.ui.datamodel.MusicMediaAccessor: void <init>(lancs.mobilemedia.core.ui.datamodel.AlbumData)>/@this	@ (Photo /\ Photo)
<<unique-hcontext>>	lancs.mobilemedia.core.ui.datamodel.MusicMediaAccessor::: (Mock)	<<unique-context>>	<lancs.mobilemedia.core.ui.datamodel.MusicMediaAccessor: void <init>(lancs.mobilemedia.core.ui.datamodel.AlbumData,java.lang.String,java.lang.String,java.lang.String)>/@this	@ ((Photo /\ x_MusicOrVideo) /\ Photo)
<<unique-hcontext>>	lancs.mobilemedia.core.ui.datamodel.MusicMediaAccessor::: (Mock)	<<unique-context>>	<lancs.mobilemedia.core.ui.datamodel.MusicMediaAccessor: void resetRecordStore()>/@this	@ (Photo /\ Photo)
<<unique-hcontext>>	lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor::: (Mock)	<<unique-context>>	<lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor: void <init>(lancs.mobilemedia.core.ui.datamodel.AlbumData)>/@this	@ (x_MusicOrVideo /\ x_MusicOrVideo)
<<unique-hcontext>>	lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor::: (Mock)	<<unique-context>>	<lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor: void resetRecordStore()>/@this	@ (x_MusicOrVideo /\ x_MusicOrVideo)
<<unique-hcontext>>	lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor::: (Mock)	<<unique-context>>	<lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor: void addVideoData(java.lang.String,java.lang.String,byte[])>/@this	@ (x_MusicOrVideo /\ x_MusicOrVideo)
<<unique-hcontext>>	lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor::: (Mock)	<<unique-context>>	<lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor: byte[] inputStreamToBytes(java.io.InputStream)>/@this	@ (x_MusicOrVideo /\ x_MusicOrVideo)
<<unique-hcontext>>	lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<<unique-context>>	<lancs.mobilemedia.core.ui.controller.MediaListController: void <init>(lancs.mobilemedia.core.ui.MainUIMidlet,lancs.mobilemedia.core.ui.datamodel.AlbumData,lancs.mobilemedia.core.ui.screens.AlbumListScreen)>/@this
<<unique-hcontext>>	lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<<unique-context>>	<lancs.mobilemedia.core.ui.controller.MediaListController: boolean handleCommand(javax.microedition.lcdui.Command)>/@this
<<unique-hcontext>>	lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<<unique-context>>	<lancs.mobilemedia.core.ui.controller.MediaListController: void showMediaList(java.lang.String,boolean,boolean)>/@this
<<unique-hcontext>>	lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<<unique-context>>	<lancs.mobilemedia.core.ui.controller.MediaListController: void bubbleSort(lancs.mobilemedia.core.ui.datamodel.MediaData[])>/@this	@ Media
