<lancs.mobilemedia.core.ui.controller.ScreenSingleton: lancs.mobilemedia.core.ui.controller.ScreenSingleton getInstance()>/new lancs.mobilemedia.core.ui.controller.ScreenSingleton/0	<lancs.mobilemedia.core.ui.controller.ScreenSingleton: lancs.mobilemedia.core.ui.controller.ScreenSingleton getInstance()>/$r2
lancs.mobilemedia.lib.exceptions.PersistenceMechanismException::: (Mock)	<lancs.mobilemedia.lib.exceptions.PersistenceMechanismException: void <init>(java.lang.String)>/@this
lancs.mobilemedia.lib.exceptions.PersistenceMechanismException::: (Mock)	<lancs.mobilemedia.lib.exceptions.PersistenceMechanismException: void <init>()>/@this
lancs.mobilemedia.lib.exceptions.PersistenceMechanismException::: (Mock)	<lancs.mobilemedia.lib.exceptions.PersistenceMechanismException: void <init>(java.lang.Throwable)>/@this
lancs.mobilemedia.lib.exceptions.PersistenceMechanismException::: (Mock)	<lancs.mobilemedia.lib.exceptions.PersistenceMechanismException: java.lang.Throwable getCause()>/@this
lancs.mobilemedia.core.ui.datamodel.MusicMediaAccessor::: (Mock)	<lancs.mobilemedia.core.ui.datamodel.MusicMediaAccessor: void <init>(lancs.mobilemedia.core.ui.datamodel.AlbumData)>/@this	@ (Photo /\ Photo)
lancs.mobilemedia.core.ui.datamodel.MusicMediaAccessor::: (Mock)	<lancs.mobilemedia.core.ui.datamodel.MusicMediaAccessor: void <init>(lancs.mobilemedia.core.ui.datamodel.AlbumData,java.lang.String,java.lang.String,java.lang.String)>/@this	@ ((Photo /\ x_MusicOrVideo) /\ Photo)
lancs.mobilemedia.core.ui.datamodel.MusicMediaAccessor::: (Mock)	<lancs.mobilemedia.core.ui.datamodel.MusicMediaAccessor: void resetRecordStore()>/@this	@ (Photo /\ Photo)
lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor::: (Mock)	<lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor: void <init>(lancs.mobilemedia.core.ui.datamodel.AlbumData)>/@this	@ (x_MusicOrVideo /\ x_MusicOrVideo)
lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor::: (Mock)	<lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor: void resetRecordStore()>/@this	@ (x_MusicOrVideo /\ x_MusicOrVideo)
lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor::: (Mock)	<lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor: void addVideoData(java.lang.String,java.lang.String,byte[])>/@this	@ (x_MusicOrVideo /\ x_MusicOrVideo)
lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor::: (Mock)	<lancs.mobilemedia.core.ui.datamodel.VideoMediaAccessor: byte[] inputStreamToBytes(java.io.InputStream)>/@this	@ (x_MusicOrVideo /\ x_MusicOrVideo)
lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<lancs.mobilemedia.core.ui.controller.MediaListController: void <init>(lancs.mobilemedia.core.ui.MainUIMidlet,lancs.mobilemedia.core.ui.datamodel.AlbumData,lancs.mobilemedia.core.ui.screens.AlbumListScreen)>/@this
lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<lancs.mobilemedia.core.ui.controller.MediaListController: boolean handleCommand(javax.microedition.lcdui.Command)>/@this
lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<lancs.mobilemedia.core.ui.controller.MediaListController: void showMediaList(java.lang.String,boolean,boolean)>/@this
lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<lancs.mobilemedia.core.ui.controller.MediaListController: void bubbleSort(lancs.mobilemedia.core.ui.datamodel.MediaData[])>/@this	@ Media
lancs.mobilemedia.core.ui.controller.VideoCaptureController::: (Mock)	<lancs.mobilemedia.core.ui.controller.VideoCaptureController: void <init>(lancs.mobilemedia.core.ui.MainUIMidlet,lancs.mobilemedia.core.ui.datamodel.AlbumData,javax.microedition.lcdui.List,lancs.mobilemedia.core.ui.screens.CaptureVideoScreen)>/@this	@ (includeCopyPhoto /\ includeCopyPhoto)
lancs.mobilemedia.core.ui.controller.VideoCaptureController::: (Mock)	<lancs.mobilemedia.core.ui.controller.VideoCaptureController: boolean handleCommand(javax.microedition.lcdui.Command)>/@this	@ (includeCopyPhoto /\ includeCopyPhoto)
lancs.mobilemedia.lib.exceptions.InvalidImageFormatException::: (Mock)	<lancs.mobilemedia.lib.exceptions.InvalidImageFormatException: void <init>()>/@this
lancs.mobilemedia.lib.exceptions.InvalidImageFormatException::: (Mock)	<lancs.mobilemedia.lib.exceptions.InvalidImageFormatException: void <init>(java.lang.String)>/@this
lancs.mobilemedia.lib.exceptions.InvalidImageFormatException::: (Mock)	<lancs.mobilemedia.lib.exceptions.InvalidImageFormatException: void <init>(java.lang.Throwable)>/@this
lancs.mobilemedia.core.ui.controller.AlbumController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AlbumController: void <init>(lancs.mobilemedia.core.ui.MainUIMidlet,lancs.mobilemedia.core.ui.datamodel.AlbumData,lancs.mobilemedia.core.ui.screens.AlbumListScreen)>/@this
lancs.mobilemedia.core.ui.controller.AlbumController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AlbumController: boolean handleCommand(javax.microedition.lcdui.Command)>/@this
lancs.mobilemedia.sms.SmsReceiverController::: (Mock)	<lancs.mobilemedia.sms.SmsReceiverController: void <init>(lancs.mobilemedia.core.ui.MainUIMidlet,lancs.mobilemedia.core.ui.datamodel.AlbumData,lancs.mobilemedia.core.ui.screens.AlbumListScreen)>/@this	@ (x_SMSOrCapturePhotoOrCaptureVideo /\ x_SMSOrCapturePhotoOrCaptureVideo)
lancs.mobilemedia.sms.SmsReceiverController::: (Mock)	<lancs.mobilemedia.sms.SmsReceiverController: boolean handleCommand(javax.microedition.lcdui.Command)>/@this	@ (x_SMSOrCapturePhotoOrCaptureVideo /\ x_SMSOrCapturePhotoOrCaptureVideo)
lancs.mobilemedia.sms.SmsReceiverController::: (Mock)	<lancs.mobilemedia.sms.SmsReceiverController: void setIncommingData(byte[])>/@this	@ (x_SMSOrCapturePhotoOrCaptureVideo /\ x_SMSOrCapturePhotoOrCaptureVideo)
lancs.mobilemedia.core.util.MediaUtil::: (Mock)	<lancs.mobilemedia.core.util.MediaUtil: void <init>()>/@this
lancs.mobilemedia.core.util.MediaUtil::: (Mock)	<lancs.mobilemedia.core.util.MediaUtil: byte[] readMediaAsByteArray(java.lang.String)>/@this
lancs.mobilemedia.core.util.MediaUtil::: (Mock)	<lancs.mobilemedia.core.util.MediaUtil: lancs.mobilemedia.core.ui.datamodel.MediaData getMediaInfoFromBytes(byte[])>/@this
lancs.mobilemedia.core.util.MediaUtil::: (Mock)	<lancs.mobilemedia.core.util.MediaUtil: byte[] getBytesFromMediaInfo(lancs.mobilemedia.core.ui.datamodel.MediaData)>/@this
lancs.mobilemedia.core.ui.controller.PlayVideoController::: (Mock)	<lancs.mobilemedia.core.ui.controller.PlayVideoController: void <init>(lancs.mobilemedia.core.ui.MainUIMidlet,lancs.mobilemedia.core.ui.datamodel.AlbumData,javax.microedition.lcdui.List,lancs.mobilemedia.core.ui.screens.PlayVideoScreen)>/@this	@ (x_MusicOrVideo /\ x_MusicOrVideo)
lancs.mobilemedia.core.ui.controller.PlayVideoController::: (Mock)	<lancs.mobilemedia.core.ui.controller.PlayVideoController: boolean handleCommand(javax.microedition.lcdui.Command)>/@this	@ (x_MusicOrVideo /\ x_MusicOrVideo)
lancs.mobilemedia.core.ui.controller.PlayVideoController::: (Mock)	<lancs.mobilemedia.core.ui.controller.PlayVideoController: java.lang.String getMediaName()>/@this	@ (x_MusicOrVideo /\ (x_MusicOrVideo /\ captureVideo))
lancs.mobilemedia.core.ui.controller.PlayVideoController::: (Mock)	<lancs.mobilemedia.core.ui.controller.PlayVideoController: void setMediaName(java.lang.String)>/@this	@ (x_MusicOrVideo /\ (x_MusicOrVideo /\ captureVideo))
lancs.mobilemedia.core.ui.controller.MusicPlayController::: (Mock)	<lancs.mobilemedia.core.ui.controller.MusicPlayController: void <init>(lancs.mobilemedia.core.ui.MainUIMidlet,lancs.mobilemedia.core.ui.datamodel.AlbumData,javax.microedition.lcdui.List,lancs.mobilemedia.core.ui.screens.PlayMediaScreen)>/@this	@ x_NotPrivacy
lancs.mobilemedia.core.ui.controller.MusicPlayController::: (Mock)	<lancs.mobilemedia.core.ui.controller.MusicPlayController: boolean handleCommand(javax.microedition.lcdui.Command)>/@this	@ x_NotPrivacy
lancs.mobilemedia.core.ui.controller.MusicPlayController::: (Mock)	<lancs.mobilemedia.core.ui.controller.MusicPlayController: java.lang.String getMediaName()>/@this	@ (x_NotPrivacy /\ (x_NotPrivacy /\ captureVideo))
lancs.mobilemedia.core.ui.controller.MusicPlayController::: (Mock)	<lancs.mobilemedia.core.ui.controller.MusicPlayController: void setMediaName(java.lang.String)>/@this	@ (x_NotPrivacy /\ (x_NotPrivacy /\ captureVideo))
lancs.mobilemedia.lib.exceptions.ImageNotFoundException::: (Mock)	<lancs.mobilemedia.lib.exceptions.ImageNotFoundException: void <init>()>/@this
lancs.mobilemedia.lib.exceptions.ImageNotFoundException::: (Mock)	<lancs.mobilemedia.lib.exceptions.ImageNotFoundException: void <init>(java.lang.String)>/@this
lancs.mobilemedia.lib.exceptions.ImageNotFoundException::: (Mock)	<lancs.mobilemedia.lib.exceptions.ImageNotFoundException: void <init>(java.lang.Throwable)>/@this
lancs.mobilemedia.lib.exceptions.ImageNotFoundException::: (Mock)	<lancs.mobilemedia.lib.exceptions.ImageNotFoundException: java.lang.Throwable getCause()>/@this
lancs.mobilemedia.core.ui.screens.PlayVideoScreen::: (Mock)	<lancs.mobilemedia.core.ui.screens.PlayVideoScreen: void startVideo()>/@this
lancs.mobilemedia.core.ui.screens.PlayVideoScreen::: (Mock)	<lancs.mobilemedia.core.ui.screens.PlayVideoScreen: void stopVideo()>/@this
lancs.mobilemedia.core.ui.screens.PlayVideoScreen::: (Mock)	<lancs.mobilemedia.core.ui.screens.PlayVideoScreen: void <init>(lancs.mobilemedia.core.ui.MainUIMidlet,java.io.InputStream,java.lang.String,lancs.mobilemedia.core.ui.controller.AbstractController)>/@this
lancs.mobilemedia.core.ui.screens.PlayVideoScreen::: (Mock)	<lancs.mobilemedia.core.ui.screens.PlayVideoScreen: void paint(javax.microedition.lcdui.Graphics)>/@this
lancs.mobilemedia.core.ui.screens.PlayVideoScreen::: (Mock)	<lancs.mobilemedia.core.ui.screens.PlayVideoScreen: void keyPressed(int)>/@this
lancs.mobilemedia.core.ui.screens.PlayVideoScreen::: (Mock)	<lancs.mobilemedia.core.ui.screens.PlayVideoScreen: void setVisibleVideo()>/@this
lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: void <init>(lancs.mobilemedia.core.ui.MainUIMidlet,lancs.mobilemedia.core.ui.datamodel.AlbumData,javax.microedition.lcdui.List)>/@this
lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: void postCommand(javax.microedition.lcdui.Command)>/@this
lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: void commandAction(javax.microedition.lcdui.Command,javax.microedition.lcdui.Displayable)>/@this
lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: void setAlbumListAsCurrentScreen(javax.microedition.lcdui.Alert)>/@this
lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: void setCurrentScreen(javax.microedition.lcdui.Alert,javax.microedition.lcdui.Displayable)>/@this
lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: javax.microedition.lcdui.Displayable getCurrentScreen()>/@this
lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: void setCurrentScreen(javax.microedition.lcdui.Displayable)>/@this
lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: lancs.mobilemedia.core.ui.datamodel.AlbumData getAlbumData()>/@this
lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: void setAlbumData(lancs.mobilemedia.core.ui.datamodel.AlbumData)>/@this
lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: lancs.mobilemedia.core.ui.controller.ControllerInterface getNextController()>/@this
lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: void setNextController(lancs.mobilemedia.core.ui.controller.ControllerInterface)>/@this
lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: java.lang.String getCurrentStoreName()>/@this
lancs.mobilemedia.core.ui.controller.MediaListController::: (Mock)	<lancs.mobilemedia.core.ui.controller.AbstractController: javax.microedition.lcdui.List getAlbumListScreen()>/@this
lancs.mobilemedia.core.util.MusicMediaUtil::: (Mock)	<lancs.mobilemedia.core.util.MusicMediaUtil: void <init>()>/@this
lancs.mobilemedia.core.util.MusicMediaUtil::: (Mock)	<lancs.mobilemedia.core.util.MusicMediaUtil: byte[] getBytesFromMediaInfo(lancs.mobilemedia.core.ui.datamodel.MediaData)>/@this	@ (Photo /\ Photo)
lancs.mobilemedia.core.util.MusicMediaUtil::: (Mock)	<lancs.mobilemedia.core.util.MusicMediaUtil: lancs.mobilemedia.core.ui.datamodel.MediaData getMultiMediaInfoFromBytes(byte[])>/@this	@ (Photo /\ Photo)
lancs.mobilemedia.core.ui.controller.ScreenSingleton::: (Mock)	<lancs.mobilemedia.core.ui.controller.ScreenSingleton: lancs.mobilemedia.core.ui.screens.SelectTypeOfMedia getMainMenu()>/@this	@ MobilMedia
lancs.mobilemedia.core.ui.controller.ScreenSingleton::: (Mock)	<lancs.mobilemedia.core.ui.controller.ScreenSingleton: void setMainMenu(lancs.mobilemedia.core.ui.screens.SelectTypeOfMedia)>/@this	@ MobilMedia
lancs.mobilemedia.core.ui.controller.ScreenSingleton::: (Mock)	<lancs.mobilemedia.core.ui.controller.ScreenSingleton: void setCurrentScreenName(java.lang.String)>/@this
lancs.mobilemedia.core.ui.controller.ScreenSingleton::: (Mock)	<lancs.mobilemedia.core.ui.controller.ScreenSingleton: java.lang.String getCurrentScreenName()>/@this
lancs.mobilemedia.core.ui.controller.ScreenSingleton::: (Mock)	<lancs.mobilemedia.core.ui.controller.ScreenSingleton: void setCurrentStoreName(java.lang.String)>/@this
lancs.mobilemedia.core.ui.controller.ScreenSingleton::: (Mock)	<lancs.mobilemedia.core.ui.controller.ScreenSingleton: java.lang.String getCurrentStoreName()>/@this
lancs.mobilemedia.core.ui.datamodel.MusicMediaAccessor::: (Mock)	<lancs.mobilemedia.core.ui.datamodel.MediaAccessor: void <init>(java.lang.String,java.lang.String,java.lang.String)>/@this	@ (Photo /\ Photo)
lancs.mobilemedia.core.ui.datamodel.MusicMediaAccessor::: (Mock)	<lancs.mobilemedia.core.ui.datamodel.MediaAccessor: void loadAlbums()>/@this	@ (Photo /\ Photo)
